id,account_code,account_name,account_type,sub_type,parent_code,description,normal_balance,is_active,is_header,currency,created_at
208,70127,Station Ground Handling Expense - ORD,Expense,Expense,5410,Third-party ground handling at ORD,Debit,1,0,USD,2023-01-01 09:00:00
209,70128,Station Landing Fees - ORD,Expense,Expense,5400,Landing and airport use fees at ORD,Debit,1,0,USD,2023-01-01 09:00:00
210,70129,Station Catering Expense - ORD,Expense,Expense,5700,Inflight catering uplift at ORD,Debit,1,0,USD,2023-01-01 09:00:00
211,70130,Station Facilities Expense - ORD,Expense,Expense,5970,Station utilities and facilities at ORD,Debit,1,0,USD,2023-01-01 09:00:00
212,70131,Station Passenger Revenue - ORD,Revenue,Revenue,4100,Origin or destination passenger revenue detail for ORD,Credit,1,0,USD,2023-01-01 09:00:00
213,70132,Station Cargo Revenue - ORD,Revenue,Revenue,4300,Cargo revenue detail for ORD,Credit,1,0,USD,2023-01-01 09:00:00
214,70133,Station Fuel Expense - PDX,Expense,Expense,5100,Fuel uplift and into-plane services at PDX,Debit,1,0,USD,2023-01-01 09:00:00
215,70134,Station Ground Handling Expense - PDX,Expense,Expense,5410,Third-party ground handling at PDX,Debit,1,0,USD,2023-01-01 09:00:00
216,70135,Station Landing Fees - PDX,Expense,Expense,5400,Landing and airport use fees at PDX,Debit,1,0,USD,2023-01-01 09:00:00
217,70136,Station Catering Expense - PDX,Expense,Expense,5700,Inflight catering uplift at PDX,Debit,1,0,USD,2023-01-01 09:00:00
218,70137,Station Facilities Expense - PDX,Expense,Expense,5970,Station utilities and facilities at PDX,Debit,1,0,USD,2023-01-01 09:00:00
219,70138,Station Passenger Revenue - PDX,Revenue,Revenue,4100,Origin or destination passenger revenue detail for PDX,Credit,1,0,USD,2023-01-01 09:00:00
220,70139,Station Cargo Revenue - PDX,Revenue,Revenue,4300,Cargo revenue detail for PDX,Credit,1,0,USD,2023-01-01 09:00:00
221,70140,Station Fuel Expense - PHX,Expense,Expense,5100,Fuel uplift and into-plane services at PHX,Debit,1,0,USD,2023-01-01 09:00:00
222,70141,Station Ground Handling Expense - PHX,Expense,Expense,5410,Third-party ground handling at PHX,Debit,1,0,USD,2023-01-01 09:00:00
223,70142,Station Landing Fees - PHX,Expense,Expense,5400,Landing and airport use fees at PHX,Debit,1,0,USD,2023-01-01 09:00:00
224,70143,Station Catering Expense - PHX,Expense,Expense,5700,Inflight catering uplift at PHX,Debit,1,0,USD,2023-01-01 09:00:00
225,70144,Station Facilities Expense - PHX,Expense,Expense,5970,Station utilities and facilities at PHX,Debit,1,0,USD,2023-01-01 09:00:00
226,70145,Station Passenger Revenue - PHX,Revenue,Revenue,4100,Origin or destination passenger revenue detail for PHX,Credit,1,0,USD,2023-01-01 09:00:00
227,70146,Station Cargo Revenue - PHX,Revenue,Revenue,4300,Cargo revenue detail for PHX,Credit,1,0,USD,2023-01-01 09:00:00
228,70147,Station Fuel Expense - SAN,Expense,Expense,5100,Fuel uplift and into-plane services at SAN,Debit,1,0,USD,2023-01-01 09:00:00
229,70148,Station Ground Handling Expense - SAN,Expense,Expense,5410,Third-party ground handling at SAN,Debit,1,0,USD,2023-01-01 09:00:00
230,70149,Station Landing Fees - SAN,Expense,Expense,5400,Landing and airport use fees at SAN,Debit,1,0,USD,2023-01-01 09:00:00
231,70150,Station Catering Expense - SAN,Expense,Expense,5700,Inflight catering uplift at SAN,Debit,1,0,USD,2023-01-01 09:00:00
232,70151,Station Facilities Expense - SAN,Expense,Expense,5970,Station utilities and facilities at SAN,Debit,1,0,USD,2023-01-01 09:00:00
233,70152,Station Passenger Revenue - SAN,Revenue,Revenue,4100,Origin or destination passenger revenue detail for SAN,Credit,1,0,USD,2023-01-01 09:00:00
234,70153,Station Cargo Revenue - SAN,Revenue,Revenue,4300,Cargo revenue detail for SAN,Credit,1,0,USD,2023-01-01 09:00:00
235,70154,Station Fuel Expense - SEA,Expense,Expense,5100,Fuel uplift and into-plane services at SEA,Debit,1,0,USD,2023-01-01 09:00:00
236,70155,Station Ground Handling Expense - SEA,Expense,Expense,5410,Third-party ground handling at SEA,Debit,1,0,USD,2023-01-01 09:00:00
237,70156,Station Landing Fees - SEA,Expense,Expense,5400,Landing and airport use fees at SEA,Debit,1,0,USD,2023-01-01 09:00:00
238,70157,Station Catering Expense - SEA,Expense,Expense,5700,Inflight catering uplift at SEA,Debit,1,0,USD,2023-01-01 09:00:00
239,70158,Station Facilities Expense - SEA,Expense,Expense,5970,Station utilities and facilities at SEA,Debit,1,0,USD,2023-01-01 09:00:00
240,70159,Station Passenger Revenue - SEA,Revenue,Revenue,4100,Origin or destination passenger revenue detail for SEA,Credit,1,0,USD,2023-01-01 09:00:00
241,70160,Station Cargo Revenue - SEA,Revenue,Revenue,4300,Cargo revenue detail for SEA,Credit,1,0,USD,2023-01-01 09:00:00
242,70161,Station Fuel Expense - SFO,Expense,Expense,5100,Fuel uplift and into-plane services at SFO,Debit,1,0,USD,2023-01-01 09:00:00
243,70162,Station Ground Handling Expense - SFO,Expense,Expense,5410,Third-party ground handling at SFO,Debit,1,0,USD,2023-01-01 09:00:00
244,70163,Station Landing Fees - SFO,Expense,Expense,5400,Landing and airport use fees at SFO,Debit,1,0,USD,2023-01-01 09:00:00
245,70164,Station Catering Expense - SFO,Expense,Expense,5700,Inflight catering uplift at SFO,Debit,1,0,USD,2023-01-01 09:00:00
246,70165,Station Facilities Expense - SFO,Expense,Expense,5970,Station utilities and facilities at SFO,Debit,1,0,USD,2023-01-01 09:00:00
247,70166,Station Passenger Revenue - SFO,Revenue,Revenue,4100,Origin or destination passenger revenue detail for SFO,Credit,1,0,USD,2023-01-01 09:00:00
248,70167,Station Cargo Revenue - SFO,Revenue,Revenue,4300,Cargo revenue detail for SFO,Credit,1,0,USD,2023-01-01 09:00:00
249,70168,A220 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for A220,Debit,1,0,USD,2023-01-01 09:00:00
250,70169,A220 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for A220,Debit,1,0,USD,2023-01-01 09:00:00
251,70170,A220 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for A220,Debit,1,0,USD,2023-01-01 09:00:00
252,70171,A220 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for A220,Debit,1,0,USD,2023-01-01 09:00:00
253,70172,A220 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for A220,Credit,1,0,USD,2023-01-01 09:00:00
254,70173,A321neo Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for A321neo,Debit,1,0,USD,2023-01-01 09:00:00
255,70174,A321neo Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for A321neo,Debit,1,0,USD,2023-01-01 09:00:00
256,70175,A321neo Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for A321neo,Debit,1,0,USD,2023-01-01 09:00:00
257,70176,A321neo Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for A321neo,Debit,1,0,USD,2023-01-01 09:00:00
258,70177,A321neo Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for A321neo,Credit,1,0,USD,2023-01-01 09:00:00
259,70178,A330 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for A330,Debit,1,0,USD,2023-01-01 09:00:00
260,70179,A330 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for A330,Debit,1,0,USD,2023-01-01 09:00:00
261,70180,A330 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for A330,Debit,1,0,USD,2023-01-01 09:00:00
262,70181,A330 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for A330,Debit,1,0,USD,2023-01-01 09:00:00
263,70182,A330 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for A330,Credit,1,0,USD,2023-01-01 09:00:00
264,70183,B737-800 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for B737-800,Debit,1,0,USD,2023-01-01 09:00:00
265,70184,B737-800 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for B737-800,Debit,1,0,USD,2023-01-01 09:00:00
266,70185,B737-800 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for B737-800,Debit,1,0,USD,2023-01-01 09:00:00
267,70186,B737-800 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for B737-800,Debit,1,0,USD,2023-01-01 09:00:00
268,70187,B737-800 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for B737-800,Credit,1,0,USD,2023-01-01 09:00:00
269,70188,B737 MAX 8 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for B737 MAX 8,Debit,1,0,USD,2023-01-01 09:00:00
270,70189,B737 MAX 8 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for B737 MAX 8,Debit,1,0,USD,2023-01-01 09:00:00
271,70190,B737 MAX 8 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for B737 MAX 8,Debit,1,0,USD,2023-01-01 09:00:00
272,70191,B737 MAX 8 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for B737 MAX 8,Debit,1,0,USD,2023-01-01 09:00:00
273,70192,B737 MAX 8 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for B737 MAX 8,Credit,1,0,USD,2023-01-01 09:00:00
274,70193,B787-9 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for B787-9,Debit,1,0,USD,2023-01-01 09:00:00
275,70194,B787-9 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for B787-9,Debit,1,0,USD,2023-01-01 09:00:00
276,70195,B787-9 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for B787-9,Debit,1,0,USD,2023-01-01 09:00:00
277,70196,B787-9 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for B787-9,Debit,1,0,USD,2023-01-01 09:00:00
278,70197,B787-9 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for B787-9,Credit,1,0,USD,2023-01-01 09:00:00
279,70198,E175 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for E175,Debit,1,0,USD,2023-01-01 09:00:00
280,70199,E175 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for E175,Debit,1,0,USD,2023-01-01 09:00:00
281,70200,E175 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for E175,Debit,1,0,USD,2023-01-01 09:00:00
282,70201,E175 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for E175,Debit,1,0,USD,2023-01-01 09:00:00
283,70202,E175 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for E175,Credit,1,0,USD,2023-01-01 09:00:00
284,70203,E190 Fuel Expense,Expense,Expense,5100,Fleet-specific fuel expense for E190,Debit,1,0,USD,2023-01-01 09:00:00
285,70204,E190 Maintenance Expense,Expense,Expense,5300,Fleet-specific maintenance expense for E190,Debit,1,0,USD,2023-01-01 09:00:00
286,70205,E190 Lease Expense,Expense,Expense,5500,Fleet-specific lease expense for E190,Debit,1,0,USD,2023-01-01 09:00:00
287,70206,E190 Depreciation Expense,Expense,Expense,5900,Fleet-specific depreciation expense for E190,Debit,1,0,USD,2023-01-01 09:00:00
288,70207,E190 Passenger Revenue,Revenue,Revenue,4100,Fleet-specific passenger revenue for E190,Credit,1,0,USD,2023-01-01 09:00:00
289,70208,Flight Operations Travel & Training,Expense,Expense,5950,Department travel and training for Flight Operations,Debit,1,0,USD,2023-01-01 09:00:00
290,70209,Flight Operations Professional Services,Expense,Expense,5950,Professional services used by Flight Operations,Debit,1,0,USD,2023-01-01 09:00:00
291,70210,Flight Operations Software Subscriptions,Expense,Expense,5960,Software and systems used by Flight Operations,Debit,1,0,USD,2023-01-01 09:00:00
292,70211,Flight Operations Office Supplies,Expense,Expense,5970,Office and facility supplies for Flight Operations,Debit,1,0,USD,2023-01-01 09:00:00
293,70212,Maintenance & Engineering Travel & Training,Expense,Expense,5950,Department travel and training for Maintenance & Engineering,Debit,1,0,USD,2023-01-01 09:00:00
294,70213,Maintenance & Engineering Professional Services,Expense,Expense,5950,Professional services used by Maintenance & Engineering,Debit,1,0,USD,2023-01-01 09:00:00
295,70214,Maintenance & Engineering Software Subscriptions,Expense,Expense,5960,Software and systems used by Maintenance & Engineering,Debit,1,0,USD,2023-01-01 09:00:00
296,70215,Maintenance & Engineering Office Supplies,Expense,Expense,5970,Office and facility supplies for Maintenance & Engineering,Debit,1,0,USD,2023-01-01 09:00:00
297,70216,Airport Operations Travel & Training,Expense,Expense,5950,Department travel and training for Airport Operations,Debit,1,0,USD,2023-01-01 09:00:00
298,70217,Airport Operations Professional Services,Expense,Expense,5950,Professional services used by Airport Operations,Debit,1,0,USD,2023-01-01 09:00:00
299,70218,Airport Operations Software Subscriptions,Expense,Expense,5960,Software and systems used by Airport Operations,Debit,1,0,USD,2023-01-01 09:00:00
300,70219,Airport Operations Office Supplies,Expense,Expense,5970,Office and facility supplies for Airport Operations,Debit,1,0,USD,2023-01-01 09:00:00
301,70220,Commercial & Marketing Travel & Training,Expense,Expense,5950,Department travel and training for Commercial & Marketing,Debit,1,0,USD,2023-01-01 09:00:00
302,70221,Commercial & Marketing Professional Services,Expense,Expense,5950,Professional services used by Commercial & Marketing,Debit,1,0,USD,2023-01-01 09:00:00
303,70222,Commercial & Marketing Software Subscriptions,Expense,Expense,5960,Software and systems used by Commercial & Marketing,Debit,1,0,USD,2023-01-01 09:00:00
304,70223,Commercial & Marketing Office Supplies,Expense,Expense,5970,Office and facility supplies for Commercial & Marketing,Debit,1,0,USD,2023-01-01 09:00:00
305,70224,Customer Experience Travel & Training,Expense,Expense,5950,Department travel and training for Customer Experience,Debit,1,0,USD,2023-01-01 09:00:00
306,70225,Customer Experience Professional Services,Expense,Expense,5950,Professional services used by Customer Experience,Debit,1,0,USD,2023-01-01 09:00:00
307,70226,Customer Experience Software Subscriptions,Expense,Expense,5960,Software and systems used by Customer Experience,Debit,1,0,USD,2023-01-01 09:00:00
308,70227,Customer Experience Office Supplies,Expense,Expense,5970,Office and facility supplies for Customer Experience,Debit,1,0,USD,2023-01-01 09:00:00
309,70228,Finance & Accounting Travel & Training,Expense,Expense,5950,Department travel and training for Finance & Accounting,Debit,1,0,USD,2023-01-01 09:00:00
310,70229,Finance & Accounting Professional Services,Expense,Expense,5950,Professional services used by Finance & Accounting,Debit,1,0,USD,2023-01-01 09:00:00
311,70230,Finance & Accounting Software Subscriptions,Expense,Expense,5960,Software and systems used by Finance & Accounting,Debit,1,0,USD,2023-01-01 09:00:00
312,70231,Finance & Accounting Office Supplies,Expense,Expense,5970,Office and facility supplies for Finance & Accounting,Debit,1,0,USD,2023-01-01 09:00:00
313,70232,Corporate Services Travel & Training,Expense,Expense,5950,Department travel and training for Corporate Services,Debit,1,0,USD,2023-01-01 09:00:00
314,70233,Corporate Services Professional Services,Expense,Expense,5950,Professional services used by Corporate Services,Debit,1,0,USD,2023-01-01 09:00:00
315,70234,Corporate Services Software Subscriptions,Expense,Expense,5960,Software and systems used by Corporate Services,Debit,1,0,USD,2023-01-01 09:00:00
316,70235,Corporate Services Office Supplies,Expense,Expense,5970,Office and facility supplies for Corporate Services,Debit,1,0,USD,2023-01-01 09:00:00
317,70236,Route Passenger Revenue - ATL-LAX,Revenue,Revenue,4100,Detailed revenue reporting for route ATL-LAX,Credit,1,0,USD,2023-01-01 09:00:00
318,70237,Route Cargo Revenue - ATL-LAX,Revenue,Revenue,4300,Detailed revenue reporting for route ATL-LAX,Credit,1,0,USD,2023-01-01 09:00:00
319,70238,Route Ancillary Revenue - ATL-LAX,Revenue,Revenue,4430,Detailed revenue reporting for route ATL-LAX,Credit,1,0,USD,2023-01-01 09:00:00
320,70239,Route Passenger Revenue - LAX-JFK,Revenue,Revenue,4100,Detailed revenue reporting for route LAX-JFK,Credit,1,0,USD,2023-01-01 09:00:00
321,70240,Route Cargo Revenue - LAX-JFK,Revenue,Revenue,4300,Detailed revenue reporting for route LAX-JFK,Credit,1,0,USD,2023-01-01 09:00:00
322,70241,Route Ancillary Revenue - LAX-JFK,Revenue,Revenue,4430,Detailed revenue reporting for route LAX-JFK,Credit,1,0,USD,2023-01-01 09:00:00
323,70242,Route Passenger Revenue - ORD-MIA,Revenue,Revenue,4100,Detailed revenue reporting for route ORD-MIA,Credit,1,0,USD,2023-01-01 09:00:00
324,70243,Route Cargo Revenue - ORD-MIA,Revenue,Revenue,4300,Detailed revenue reporting for route ORD-MIA,Credit,1,0,USD,2023-01-01 09:00:00
325,70244,Route Ancillary Revenue - ORD-MIA,Revenue,Revenue,4430,Detailed revenue reporting for route ORD-MIA,Credit,1,0,USD,2023-01-01 09:00:00
326,70245,Route Passenger Revenue - DFW-SFO,Revenue,Revenue,4100,Detailed revenue reporting for route DFW-SFO,Credit,1,0,USD,2023-01-01 09:00:00
327,70246,Route Cargo Revenue - DFW-SFO,Revenue,Revenue,4300,Detailed revenue reporting for route DFW-SFO,Credit,1,0,USD,2023-01-01 09:00:00
328,70247,Route Ancillary Revenue - DFW-SFO,Revenue,Revenue,4430,Detailed revenue reporting for route DFW-SFO,Credit,1,0,USD,2023-01-01 09:00:00
329,70248,Route Passenger Revenue - SEA-DEN,Revenue,Revenue,4100,Detailed revenue reporting for route SEA-DEN,Credit,1,0,USD,2023-01-01 09:00:00
330,70249,Route Cargo Revenue - SEA-DEN,Revenue,Revenue,4300,Detailed revenue reporting for route SEA-DEN,Credit,1,0,USD,2023-01-01 09:00:00
331,70250,Route Ancillary Revenue - SEA-DEN,Revenue,Revenue,4430,Detailed revenue reporting for route SEA-DEN,Credit,1,0,USD,2023-01-01 09:00:00
332,70251,Route Passenger Revenue - BOS-ATL,Revenue,Revenue,4100,Detailed revenue reporting for route BOS-ATL,Credit,1,0,USD,2023-01-01 09:00:00
333,70252,Route Cargo Revenue - BOS-ATL,Revenue,Revenue,4300,Detailed revenue reporting for route BOS-ATL,Credit,1,0,USD,2023-01-01 09:00:00
334,70253,Route Ancillary Revenue - BOS-ATL,Revenue,Revenue,4430,Detailed revenue reporting for route BOS-ATL,Credit,1,0,USD,2023-01-01 09:00:00
335,70254,Route Passenger Revenue - MCO-LGA,Revenue,Revenue,4100,Detailed revenue reporting for route MCO-LGA,Credit,1,0,USD,2023-01-01 09:00:00
336,70255,Route Cargo Revenue - MCO-LGA,Revenue,Revenue,4300,Detailed revenue reporting for route MCO-LGA,Credit,1,0,USD,2023-01-01 09:00:00
337,70256,Route Ancillary Revenue - MCO-LGA,Revenue,Revenue,4430,Detailed revenue reporting for route MCO-LGA,Credit,1,0,USD,2023-01-01 09:00:00
338,70257,Route Passenger Revenue - PHX-ORD,Revenue,Revenue,4100,Detailed revenue reporting for route PHX-ORD,Credit,1,0,USD,2023-01-01 09:00:00
339,70258,Route Cargo Revenue - PHX-ORD,Revenue,Revenue,4300,Detailed revenue reporting for route PHX-ORD,Credit,1,0,USD,2023-01-01 09:00:00
340,70259,Route Ancillary Revenue - PHX-ORD,Revenue,Revenue,4430,Detailed revenue reporting for route PHX-ORD,Credit,1,0,USD,2023-01-01 09:00:00
341,70260,Route Passenger Revenue - IAH-LAX,Revenue,Revenue,4100,Detailed revenue reporting for route IAH-LAX,Credit,1,0,USD,2023-01-01 09:00:00
342,70261,Route Cargo Revenue - IAH-LAX,Revenue,Revenue,4300,Detailed revenue reporting for route IAH-LAX,Credit,1,0,USD,2023-01-01 09:00:00
343,70262,Route Ancillary Revenue - IAH-LAX,Revenue,Revenue,4430,Detailed revenue reporting for route IAH-LAX,Credit,1,0,USD,2023-01-01 09:00:00
344,70263,Route Passenger Revenue - JFK-SFO,Revenue,Revenue,4100,Detailed revenue reporting for route JFK-SFO,Credit,1,0,USD,2023-01-01 09:00:00
345,70264,Route Cargo Revenue - JFK-SFO,Revenue,Revenue,4300,Detailed revenue reporting for route JFK-SFO,Credit,1,0,USD,2023-01-01 09:00:00
346,70265,Route Ancillary Revenue - JFK-SFO,Revenue,Revenue,4430,Detailed revenue reporting for route JFK-SFO,Credit,1,0,USD,2023-01-01 09:00:00
347,70266,Route Passenger Revenue - LAS-SEA,Revenue,Revenue,4100,Detailed revenue reporting for route LAS-SEA,Credit,1,0,USD,2023-01-01 09:00:00
348,70267,Route Cargo Revenue - LAS-SEA,Revenue,Revenue,4300,Detailed revenue reporting for route LAS-SEA,Credit,1,0,USD,2023-01-01 09:00:00
349,70268,Route Ancillary Revenue - LAS-SEA,Revenue,Revenue,4430,Detailed revenue reporting for route LAS-SEA,Credit,1,0,USD,2023-01-01 09:00:00
350,70269,Route Passenger Revenue - DEN-ATL,Revenue,Revenue,4100,Detailed revenue reporting for route DEN-ATL,Credit,1,0,USD,2023-01-01 09:00:00
351,70270,Route Cargo Revenue - DEN-ATL,Revenue,Revenue,4300,Detailed revenue reporting for route DEN-ATL,Credit,1,0,USD,2023-01-01 09:00:00
352,70271,Route Ancillary Revenue - DEN-ATL,Revenue,Revenue,4430,Detailed revenue reporting for route DEN-ATL,Credit,1,0,USD,2023-01-01 09:00:00
353,70272,Route Passenger Revenue - SFO-SEA,Revenue,Revenue,4100,Detailed revenue reporting for route SFO-SEA,Credit,1,0,USD,2023-01-01 09:00:00
354,70273,Route Cargo Revenue - SFO-SEA,Revenue,Revenue,4300,Detailed revenue reporting for route SFO-SEA,Credit,1,0,USD,2023-01-01 09:00:00
355,70274,Route Ancillary Revenue - SFO-SEA,Revenue,Revenue,4430,Detailed revenue reporting for route SFO-SEA,Credit,1,0,USD,2023-01-01 09:00:00
356,70275,Route Passenger Revenue - MIA-DFW,Revenue,Revenue,4100,Detailed revenue reporting for route MIA-DFW,Credit,1,0,USD,2023-01-01 09:00:00
357,70276,Route Cargo Revenue - MIA-DFW,Revenue,Revenue,4300,Detailed revenue reporting for route MIA-DFW,Credit,1,0,USD,2023-01-01 09:00:00
358,70277,Route Ancillary Revenue - MIA-DFW,Revenue,Revenue,4430,Detailed revenue reporting for route MIA-DFW,Credit,1,0,USD,2023-01-01 09:00:00
359,70278,Route Passenger Revenue - MSP-BOS,Revenue,Revenue,4100,Detailed revenue reporting for route MSP-BOS,Credit,1,0,USD,2023-01-01 09:00:00
360,70279,Route Cargo Revenue - MSP-BOS,Revenue,Revenue,4300,Detailed revenue reporting for route MSP-BOS,Credit,1,0,USD,2023-01-01 09:00:00
361,70280,Route Ancillary Revenue - MSP-BOS,Revenue,Revenue,4430,Detailed revenue reporting for route MSP-BOS,Credit,1,0,USD,2023-01-01 09:00:00
362,70281,Route Passenger Revenue - PDX-LAS,Revenue,Revenue,4100,Detailed revenue reporting for route PDX-LAS,Credit,1,0,USD,2023-01-01 09:00:00
363,70282,Route Cargo Revenue - PDX-LAS,Revenue,Revenue,4300,Detailed revenue reporting for route PDX-LAS,Credit,1,0,USD,2023-01-01 09:00:00
364,70283,Route Ancillary Revenue - PDX-LAS,Revenue,Revenue,4430,Detailed revenue reporting for route PDX-LAS,Credit,1,0,USD,2023-01-01 09:00:00
365,70284,Route Passenger Revenue - SAN-ORD,Revenue,Revenue,4100,Detailed revenue reporting for route SAN-ORD,Credit,1,0,USD,2023-01-01 09:00:00
366,70285,Route Cargo Revenue - SAN-ORD,Revenue,Revenue,4300,Detailed revenue reporting for route SAN-ORD,Credit,1,0,USD,2023-01-01 09:00:00
367,70286,Route Ancillary Revenue - SAN-ORD,Revenue,Revenue,4430,Detailed revenue reporting for route SAN-ORD,Credit,1,0,USD,2023-01-01 09:00:00
368,70287,Route Passenger Revenue - CLT-MCO,Revenue,Revenue,4100,Detailed revenue reporting for route CLT-MCO,Credit,1,0,USD,2023-01-01 09:00:00
369,70288,Route Cargo Revenue - CLT-MCO,Revenue,Revenue,4300,Detailed revenue reporting for route CLT-MCO,Credit,1,0,USD,2023-01-01 09:00:00
370,70289,Route Ancillary Revenue - CLT-MCO,Revenue,Revenue,4430,Detailed revenue reporting for route CLT-MCO,Credit,1,0,USD,2023-01-01 09:00:00
371,70290,Route Passenger Revenue - IAD-DEN,Revenue,Revenue,4100,Detailed revenue reporting for route IAD-DEN,Credit,1,0,USD,2023-01-01 09:00:00
372,70291,Route Cargo Revenue - IAD-DEN,Revenue,Revenue,4300,Detailed revenue reporting for route IAD-DEN,Credit,1,0,USD,2023-01-01 09:00:00
373,70292,Route Ancillary Revenue - IAD-DEN,Revenue,Revenue,4430,Detailed revenue reporting for route IAD-DEN,Credit,1,0,USD,2023-01-01 09:00:00
374,70293,Route Passenger Revenue - AUS-LAX,Revenue,Revenue,4100,Detailed revenue reporting for route AUS-LAX,Credit,1,0,USD,2023-01-01 09:00:00
375,70294,Route Cargo Revenue - AUS-LAX,Revenue,Revenue,4300,Detailed revenue reporting for route AUS-LAX,Credit,1,0,USD,2023-01-01 09:00:00
376,70295,Route Ancillary Revenue - AUS-LAX,Revenue,Revenue,4430,Detailed revenue reporting for route AUS-LAX,Credit,1,0,USD,2023-01-01 09:00:00
377,70296,Route Passenger Revenue - NRT-LAX,Revenue,Revenue,4100,Detailed revenue reporting for route NRT-LAX,Credit,1,0,USD,2023-01-01 09:00:00
378,70297,Route Cargo Revenue - NRT-LAX,Revenue,Revenue,4300,Detailed revenue reporting for route NRT-LAX,Credit,1,0,USD,2023-01-01 09:00:00
379,70298,Route Ancillary Revenue - NRT-LAX,Revenue,Revenue,4430,Detailed revenue reporting for route NRT-LAX,Credit,1,0,USD,2023-01-01 09:00:00
380,70299,Route Passenger Revenue - LHR-JFK,Revenue,Revenue,4100,Detailed revenue reporting for route LHR-JFK,Credit,1,0,USD,2023-01-01 09:00:00
381,70300,Route Cargo Revenue - LHR-JFK,Revenue,Revenue,4300,Detailed revenue reporting for route LHR-JFK,Credit,1,0,USD,2023-01-01 09:00:00
382,70301,Route Ancillary Revenue - LHR-JFK,Revenue,Revenue,4430,Detailed revenue reporting for route LHR-JFK,Credit,1,0,USD,2023-01-01 09:00:00
383,70302,Route Passenger Revenue - SFO-NRT,Revenue,Revenue,4100,Detailed revenue reporting for route SFO-NRT,Credit,1,0,USD,2023-01-01 09:00:00
384,70303,Route Cargo Revenue - SFO-NRT,Revenue,Revenue,4300,Detailed revenue reporting for route SFO-NRT,Credit,1,0,USD,2023-01-01 09:00:00
385,70304,Route Ancillary Revenue - SFO-NRT,Revenue,Revenue,4430,Detailed revenue reporting for route SFO-NRT,Credit,1,0,USD,2023-01-01 09:00:00
386,70305,Route Passenger Revenue - JFK-LHR,Revenue,Revenue,4100,Detailed revenue reporting for route JFK-LHR,Credit,1,0,USD,2023-01-01 09:00:00
387,70306,Route Cargo Revenue - JFK-LHR,Revenue,Revenue,4300,Detailed revenue reporting for route JFK-LHR,Credit,1,0,USD,2023-01-01 09:00:00
388,70307,Route Ancillary Revenue - JFK-LHR,Revenue,Revenue,4430,Detailed revenue reporting for route JFK-LHR,Credit,1,0,USD,2023-01-01 09:00:00
389,70308,Route Passenger Revenue - DFW-CUN,Revenue,Revenue,4100,Detailed revenue reporting for route DFW-CUN,Credit,1,0,USD,2023-01-01 09:00:00
390,70309,Route Cargo Revenue - DFW-CUN,Revenue,Revenue,4300,Detailed revenue reporting for route DFW-CUN,Credit,1,0,USD,2023-01-01 09:00:00
391,70310,Route Ancillary Revenue - DFW-CUN,Revenue,Revenue,4430,Detailed revenue reporting for route DFW-CUN,Credit,1,0,USD,2023-01-01 09:00:00
392,70311,Route Passenger Revenue - ORD-SFO,Revenue,Revenue,4100,Detailed revenue reporting for route ORD-SFO,Credit,1,0,USD,2023-01-01 09:00:00
393,70312,Route Cargo Revenue - ORD-SFO,Revenue,Revenue,4300,Detailed revenue reporting for route ORD-SFO,Credit,1,0,USD,2023-01-01 09:00:00
